	score	0.95 moe	p-value (forward)	p-value (reverse)	p-value	fdr (forward)	fdr (reverse)	fdr
GNF-2_IC_90	0.3375952874474768		0.089431000654	0.910568999346	0.089431000654	0.396311239193	0.999973839111	0.396311239193
Sunitinib_AUC	0.3378994708490249		0.0889993459778	0.911000654022	0.0889993459778	0.396311239193	0.999973839111	0.396311239193
Imatinib_IC_50_HIGH	0.33803287759788136		0.0888685415304	0.91113145847	0.0888685415304	0.396311239193	0.999973839111	0.396311239193
AZD6244_IC_50_LOW	0.33817291885242523		0.0886984957489	0.911301504251	0.0886984957489	0.396311239193	0.999973839111	0.396311239193
JNJ-26854165_D	0.3382873526583147		0.0885153695226	0.911484630477	0.0885153695226	0.396311239193	0.999973839111	0.396311239193
SB590885_ALPHA	0.33830246812538334		0.0885153695226	0.911484630477	0.0885153695226	0.396311239193	0.999973839111	0.396311239193
Obatoclax_Mesylate_AUC	0.3385971268017322		0.0880052321779	0.911994767822	0.0880052321779	0.396311239193	0.999973839111	0.396311239193
GW_441756_D	0.33877482137917597		0.0877436232832	0.912256376717	0.0877436232832	0.396311239193	0.999973839111	0.396311239193
Vinblastine_IC_50_HIGH	0.3389000271733188		0.0875997383911	0.912400261609	0.0875997383911	0.396311239193	0.999973839111	0.396311239193
Elesclomol_IC_75	0.3393792133883986		0.0870765206017	0.912923479398	0.0870765206017	0.396311239193	0.999973839111	0.396311239193
Mitomycin_C_BETA	0.3399031390286302		0.0864879005886	0.913512099411	0.0864879005886	0.396311239193	0.999973839111	0.396311239193
Sunitinib_IC_50_LOW	0.33992399491049424		0.0864486592544	0.913551340746	0.0864486592544	0.396311239193	0.999973839111	0.396311239193
JNJ-26854165_IC_25	0.33992622324759714		0.0864486592544	0.913551340746	0.0864486592544	0.396311239193	0.999973839111	0.396311239193
Elesclomol_IC_50_LOW	0.34018749746842636		0.0860562459124	0.913943754088	0.0860562459124	0.396311239193	0.999973839111	0.396311239193
Temsirolimus_IC_25	0.34028038542191197		0.085925441465	0.914074558535	0.085925441465	0.396311239193	0.999973839111	0.396311239193
S-Trityl-L-cysteine_ALPHA	0.3404860473350812		0.0856899934598	0.91431000654	0.0856899934598	0.396311239193	0.999973839111	0.396311239193
PD-173074_IC_50_LOW	0.3405030451000027		0.085676913015	0.914323086985	0.085676913015	0.396311239193	0.999973839111	0.396311239193
Bicalutamide_IC_50_HIGH	0.3407763481446779		0.0852714192283	0.914728580772	0.0852714192283	0.396311239193	0.999973839111	0.396311239193
GW_441756_IC_75	0.3413579522471636		0.0845650752126	0.915434924787	0.0845650752126	0.396311239193	0.999973839111	0.396311239193
XMD8-85_BETA	0.3414933895837076		0.0842903858731	0.915709614127	0.0842903858731	0.396311239193	0.999973839111	0.396311239193
LFM-A13_IC_75	0.3422947020720377		0.0831916285154	0.916808371485	0.0831916285154	0.393808049536	0.999973839111	0.393808049536
CGP-60474_IC_75	0.3423150731742248		0.0831654676259	0.916834532374	0.0831654676259	0.393808049536	0.999973839111	0.393808049536
WH-4-023_BETA	0.3430312513868234		0.0823544800523	0.917645519948	0.0823544800523	0.392274143302	0.999973839111	0.392274143302
WH-4-023_IC_50_HIGH	0.34326844861610945		0.0820928711576	0.917907128842	0.0820928711576	0.39225	0.999973839111	0.39225
FTI-277_IC_25	0.3433542570772628		0.0820143884892	0.917985611511	0.0820143884892	0.39225	0.999973839111	0.39225
CHIR-99021_AUC	0.34341214126742275		0.0819620667103	0.91803793329	0.0819620667103	0.39225	0.999973839111	0.39225
PF-02341066_IC_90	0.34345962220423226		0.0819489862655	0.918051013734	0.0819489862655	0.39225	0.999973839111	0.39225
Mitomycin_C_IC_50	0.34351605114544465		0.0818835840419	0.918116415958	0.0818835840419	0.39225	0.999973839111	0.39225
PLX4720_IC_50_LOW	0.34373412616067645		0.0815565729235	0.918443427077	0.0815565729235	0.39225	0.999973839111	0.39225
AS601245_ALPHA	0.34401913528158085		0.0812557226946	0.918744277305	0.0812557226946	0.39225	0.999973839111	0.39225
Salubrinal_ALPHA	0.34430540264091614		0.0808763897973	0.919123610203	0.0808763897973	0.39225	0.999973839111	0.39225
Bicalutamide_BETA	0.34441902124884727		0.0807586657946	0.919241334205	0.0807586657946	0.39225	0.999973839111	0.39225
CGP-60474_IC_50	0.3447284381706796		0.0804578155657	0.919542184434	0.0804578155657	0.39225	0.999973839111	0.39225
PF-562271_IC_25	0.3450020586071376		0.0800654022237	0.919934597776	0.0800654022237	0.39225	0.999973839111	0.39225
NU-7441_IC_75	0.34516168739064934		0.0798691955526	0.920130804447	0.0798691955526	0.39225	0.999973839111	0.39225
Bosutinib_IC_50_HIGH	0.3452254851294557		0.0797645519948	0.920235448005	0.0797645519948	0.39225	0.999973839111	0.39225
Mitomycin_C_ALPHA	0.34529091651348187		0.0796860693264	0.920313930674	0.0796860693264	0.39225	0.999973839111	0.39225
AMG-706_ALPHA	0.34548352139581834		0.0794898626553	0.920510137345	0.0794898626553	0.39225	0.999973839111	0.39225
GNF-2_IC_50_HIGH	0.345666125946344		0.0791759319817	0.920824068018	0.0791759319817	0.39225	0.999973839111	0.39225
JNK-9L_IC_50	0.3459058365717637		0.0789404839765	0.921059516024	0.0789404839765	0.39225	0.999973839111	0.39225
GSK269962A_IC_75	0.3459457673870989		0.0789012426422	0.921098757358	0.0789012426422	0.39225	0.999973839111	0.39225
Bexarotene_AUC	0.3459922661316568		0.0788489208633	0.921151079137	0.0788489208633	0.39225	0.999973839111	0.39225
KIN001-135_IC_75	0.3468171944849947		0.0775408763898	0.92245912361	0.0775408763898	0.39225	0.999973839111	0.39225
PHA-665752_IC_75	0.34683843029134054		0.0775147155003	0.9224852845	0.0775147155003	0.39225	0.999973839111	0.39225
A-770041_ALPHA	0.3469230425555517		0.0773969914977	0.922603008502	0.0773969914977	0.39225	0.999973839111	0.39225
TGX221_IC_25	0.34720105565355086		0.0769522563767	0.923047743623	0.0769522563767	0.39225	0.999973839111	0.39225
Nilotinib_ALPHA	0.3477815196811037		0.0762851536952	0.923714846305	0.0762851536952	0.39225	0.999973839111	0.39225
GNF-2_IC_75	0.3482029581045108		0.0757096141269	0.924290385873	0.0757096141269	0.391081081081	0.999973839111	0.391081081081
XMD8-85_AUC	0.3482973127855197		0.075604970569	0.924395029431	0.075604970569	0.391081081081	0.999973839111	0.391081081081
TGX221_IC_50	0.34832122368618434		0.0755788096795	0.92442119032	0.0755788096795	0.391081081081	0.999973839111	0.391081081081
PD-0332991_D	0.348371777771915		0.0755003270111	0.924499672989	0.0755003270111	0.391081081081	0.999973839111	0.391081081081
JW-7-52-1_IC_25	0.3484034470242878		0.0754741661216	0.924525833878	0.0754741661216	0.391081081081	0.999973839111	0.391081081081
GNF-2_IC_50	0.3491954009564535		0.0745062132112	0.925493786789	0.0745062132112	0.391081081081	0.999973839111	0.391081081081
CI-1040_ALPHA	0.34940220813689127		0.0742446043165	0.925755395683	0.0742446043165	0.391081081081	0.999973839111	0.391081081081
Bexarotene_IC_25	0.34980715648219046		0.0737475474166	0.926252452583	0.0737475474166	0.390173010381	0.999973839111	0.390173010381
Gefitinib_IC_50_LOW	0.35009639930493663		0.0733682145193	0.926631785481	0.0733682145193	0.389513888889	0.999973839111	0.389513888889
Rapamycin_IC_50	0.35020651779983153		0.0731981687377	0.926801831262	0.0731981687377	0.389513888889	0.999973839111	0.389513888889
MS-275_ALPHA	0.35088699760270164		0.0722825376063	0.927717462394	0.0722825376063	0.386433566434	0.999973839111	0.386433566434
TGX221_IC_50_LOW	0.35132149364030174		0.0718116415958	0.928188358404	0.0718116415958	0.385263157895	0.999973839111	0.385263157895
AZD-0530_IC_25	0.3517580846683696		0.0712230215827	0.928776978417	0.0712230215827	0.383450704225	0.999973839111	0.383450704225
TW_37_IC_25	0.35206267991163287		0.0709483322433	0.929051667757	0.0709483322433	0.38332155477	0.999973839111	0.38332155477
CGP-60474_AUC	0.3521252561233492		0.0708175277959	0.929182472204	0.0708175277959	0.38332155477	0.999973839111	0.38332155477
Bortezomib_IC_50_LOW	0.35254812908360883		0.0703597122302	0.92964028777	0.0703597122302	0.382846975089	0.999973839111	0.382846975089
AS601245_IC_25	0.35256619308913467		0.0703466317855	0.929653368215	0.0703466317855	0.382846975089	0.999973839111	0.382846975089
Sunitinib_IC_25	0.3528576229423498		0.0698888162198	0.93011118378	0.0698888162198	0.382846975089	0.999973839111	0.382846975089
BMS-708163_IC_90	0.3532184265840443		0.0693655984303	0.93063440157	0.0693655984303	0.381510791367	0.999973839111	0.381510791367
AMG-706_IC_50_HIGH	0.3533221010266296		0.0691955526488	0.930804447351	0.0691955526488	0.381510791367	0.999973839111	0.381510791367
Rapamycin_BETA	0.3551239534251704		0.0671419228254	0.932858077175	0.0671419228254	0.371956521739	0.999973839111	0.371956521739
SB_216763_D	0.3551631437257675		0.0671157619359	0.932884238064	0.0671157619359	0.371956521739	0.999973839111	0.371956521739
PD-173074_IC_90	0.3558893073756136		0.066370176586	0.933629823414	0.066370176586	0.370364963504	0.999973839111	0.370364963504
WZ-1-84_IC_75	0.3559117500643801		0.0663570961413	0.933642903859	0.0663570961413	0.370364963504	0.999973839111	0.370364963504
AZD6244_D	0.35663798711381606		0.0655853499019	0.934414650098	0.0655853499019	0.368676470588	0.999973839111	0.368676470588
RDEA119_ALPHA	0.35674781843729003		0.0654676258993	0.934532374101	0.0654676258993	0.368676470588	0.999973839111	0.368676470588
AMG-706_BETA	0.35775069927858366		0.064395029431	0.935604970569	0.064395029431	0.364666666667	0.999973839111	0.364666666667
SB_216763_ALPHA	0.35791741574021996		0.0641857423152	0.935814257685	0.0641857423152	0.364666666667	0.999973839111	0.364666666667
Embelin_IC_50_LOW	0.35823729776046775		0.0638587311969	0.936141268803	0.0638587311969	0.364328358209	0.999973839111	0.364328358209
Bicalutamide_IC_25	0.3584752210375115		0.0636232831916	0.936376716808	0.0636232831916	0.364328358209	0.999973839111	0.364328358209
Thapsigargin_ALPHA	0.3585194623459367		0.0635840418574	0.936415958143	0.0635840418574	0.364328358209	0.999973839111	0.364328358209
Docetaxel_IC_25	0.3593384295682375		0.0627730542838	0.937226945716	0.0627730542838	0.362188679245	0.999973839111	0.362188679245
Gefitinib_IC_75	0.3593493913547452		0.0627730542838	0.937226945716	0.0627730542838	0.362188679245	0.999973839111	0.362188679245
Imatinib_IC_75	0.3593807021912955		0.0627076520602	0.93729234794	0.0627076520602	0.362188679245	0.999973839111	0.362188679245
PF-562271_AUC	0.3601149751858888		0.0619228253761	0.938077174624	0.0619228253761	0.361374045802	0.999973839111	0.361374045802
DMOG_ALPHA	0.36052535993003626		0.0616350555919	0.938364944408	0.0616350555919	0.361072796935	0.999973839111	0.361072796935
Z-LLNle-CHO_IC_50_LOW	0.3616107187238653		0.0604054937868	0.939594506213	0.0604054937868	0.355230769231	0.999973839111	0.355230769231
AUY922_IC_25	0.3617839057215189		0.0602746893394	0.939725310661	0.0602746893394	0.355230769231	0.999973839111	0.355230769231
A-770041_IC_50_HIGH	0.3617927403613414		0.0602746893394	0.939725310661	0.0602746893394	0.355230769231	0.999973839111	0.355230769231
Gefitinib_IC_50	0.3618018882440975		0.06024852845	0.93975147155	0.06024852845	0.355230769231	0.999973839111	0.355230769231
Bicalutamide_IC_75	0.36204333326545657		0.06	0.94	0.06	0.355230769231	0.999973839111	0.355230769231
A-443654_IC_90	0.3627433602334442		0.0592674950948	0.940732504905	0.0592674950948	0.355230769231	0.999973839111	0.355230769231
AZ628_IC_50_LOW	0.36275978278282484		0.0592413342054	0.940758665795	0.0592413342054	0.355230769231	0.999973839111	0.355230769231
ZM-447439_BETA	0.36286239362927675		0.0590712884238	0.940928711576	0.0590712884238	0.355230769231	0.999973839111	0.355230769231
JNK-9L_IC_50_HIGH	0.3633317331934852		0.0585742315239	0.941425768476	0.0585742315239	0.355230769231	0.999973839111	0.355230769231
RO-3306_IC_75	0.36337243633989813		0.0584957488555	0.941504251145	0.0584957488555	0.355230769231	0.999973839111	0.355230769231
AUY922_IC_50_HIGH	0.36338636971269966		0.0584565075213	0.941543492479	0.0584565075213	0.355230769231	0.999973839111	0.355230769231
AUY922_IC_50_LOW	0.36346756113804396		0.0583780248528	0.941621975147	0.0583780248528	0.355230769231	0.999973839111	0.355230769231
FH535_IC_50	0.3636004782510737		0.0581556572923	0.941844342708	0.0581556572923	0.355230769231	0.999973839111	0.355230769231
GNF-2_ALPHA	0.3636664541649215		0.0580510137345	0.941948986266	0.0580510137345	0.355230769231	0.999973839111	0.355230769231
PD-0325901_IC_90	0.36384938901741115		0.0578548070634	0.942145192937	0.0578548070634	0.355230769231	0.999973839111	0.355230769231
SB_216763_IC_50_HIGH	0.3641078268148898		0.0576062786135	0.942393721387	0.0576062786135	0.355230769231	0.999973839111	0.355230769231
GSK-1904529A_AUC	0.36437645210558		0.0573185088293	0.942681491171	0.0573185088293	0.355230769231	0.999973839111	0.355230769231
AS601245_IC_50_LOW	0.36459274140624		0.057135382603	0.942864617397	0.057135382603	0.355230769231	0.999973839111	0.355230769231
TGX221_IC_75	0.36476926303519863		0.0569260954872	0.943073904513	0.0569260954872	0.355230769231	0.999973839111	0.355230769231
GNF-2_IC_25	0.36488253546595745		0.0568345323741	0.943165467626	0.0568345323741	0.355230769231	0.999973839111	0.355230769231
RO-3306_BETA	0.36499793455363144		0.0567298888162	0.943270111184	0.0567298888162	0.355230769231	0.999973839111	0.355230769231
NU-7441_IC_50_LOW	0.3654187127266936		0.0562197514716	0.943780248528	0.0562197514716	0.355230769231	0.999973839111	0.355230769231
NVP-TAE684_IC_50_HIGH	0.3654712217500775		0.0561412688031	0.943858731197	0.0561412688031	0.355230769231	0.999973839111	0.355230769231
BMS-536924_IC_50_LOW	0.36547817742048944		0.0561281883584	0.943871811642	0.0561281883584	0.355230769231	0.999973839111	0.355230769231
LFM-A13_IC_50_LOW	0.3662915704243501		0.055160235448	0.944839764552	0.055160235448	0.355230769231	0.999973839111	0.355230769231
AZD6244_IC_90	0.3672824655534267		0.0541530412034	0.945846958797	0.0541530412034	0.352340425532	0.999973839111	0.352340425532
Bicalutamide_IC_50	0.36763035481665146		0.0536690647482	0.946330935252	0.0536690647482	0.350683760684	0.999973839111	0.350683760684
RO-3306_IC_50_HIGH	0.36809420862738684		0.0532243296272	0.946775670373	0.0532243296272	0.349270386266	0.999973839111	0.349270386266
Bortezomib_AUC	0.3689659629559175		0.0523086984957	0.947691301504	0.0523086984957	0.34474137931	0.999973839111	0.34474137931
LFM-A13_AUC	0.36918359563850056		0.0520863309353	0.947913669065	0.0520863309353	0.34474137931	0.999973839111	0.34474137931
Bortezomib_IC_50	0.36926218805639666		0.0520340091563	0.947965990844	0.0520340091563	0.34474137931	0.999973839111	0.34474137931
TW_37_ALPHA	0.3698214709648756		0.0514453891432	0.948554610857	0.0514453891432	0.343493449782	0.999973839111	0.343493449782
Bexarotene_IC_50	0.369834982129246		0.0514323086985	0.948567691302	0.0514323086985	0.343493449782	0.999973839111	0.343493449782
PD-0325901_IC_75	0.37058319437503945		0.0507128842381	0.949287115762	0.0507128842381	0.341585903084	0.999973839111	0.341585903084
WH-4-023_IC_25	0.370788268965329		0.0505428384565	0.949457161543	0.0505428384565	0.341585903084	0.999973839111	0.341585903084
Bleomycin_BETA	0.37098103573602953		0.0503597122302	0.94964028777	0.0503597122302	0.341585903084	0.999973839111	0.341585903084
A-770041_IC_25	0.3720925957791109		0.0492478744277	0.950752125572	0.0492478744277	0.336160714286	0.999973839111	0.336160714286
MK-2206_D	0.37220055507121597		0.0491301504251	0.950869849575	0.0491301504251	0.336160714286	0.999973839111	0.336160714286
Midostaurin_AUC	0.372213666823909		0.0491170699804	0.95088293002	0.0491170699804	0.336160714286	0.999973839111	0.336160714286
Mitomycin_C_IC_50_LOW	0.3725825939305348		0.0486330935252	0.951366906475	0.0486330935252	0.336160714286	0.999973839111	0.336160714286
Imatinib_IC_90	0.37265768926310316		0.0485546108568	0.951445389143	0.0485546108568	0.336160714286	0.999973839111	0.336160714286
Pazopanib_AUC	0.37283727122861066		0.0483845650752	0.951615434925	0.0483845650752	0.336160714286	0.999973839111	0.336160714286
Bicalutamide_IC_90	0.372844623706784		0.0483714846305	0.95162851537	0.0483714846305	0.336160714286	0.999973839111	0.336160714286
NVP-TAE684_AUC	0.3733864712357815		0.0478221059516	0.952177894048	0.0478221059516	0.336160714286	0.999973839111	0.336160714286
Elesclomol_IC_50	0.3737039650594544		0.0474689339438	0.952531066056	0.0474689339438	0.336018518519	0.999973839111	0.336018518519
Elesclomol_IC_25	0.37382649766623444		0.0473904512753	0.952609548725	0.0473904512753	0.336018518519	0.999973839111	0.336018518519
Pazopanib_ALPHA	0.3740511813945248		0.0471942446043	0.952805755396	0.0471942446043	0.336018518519	0.999973839111	0.336018518519
NU-7441_IC_50_HIGH	0.3743608589087285		0.0469326357096	0.95306736429	0.0469326357096	0.336018518519	0.999973839111	0.336018518519
BIBW2992_AUC	0.37438863568587577		0.0469195552649	0.953080444735	0.0469195552649	0.336018518519	0.999973839111	0.336018518519
AG-014699_IC_50_HIGH	0.3744223484591593		0.0469064748201	0.95309352518	0.0469064748201	0.336018518519	0.999973839111	0.336018518519
ZM-447439_ALPHA	0.37455755383081984		0.0468018312623	0.953198168738	0.0468018312623	0.336018518519	0.999973839111	0.336018518519
Embelin_IC_50_HIGH	0.37532871438301146		0.0460562459124	0.953943754088	0.0460562459124	0.336018518519	0.999973839111	0.336018518519
FTI-277_IC_75	0.3757093951472655		0.0457030739045	0.954296926095	0.0457030739045	0.335961538462	0.999973839111	0.335961538462
Bicalutamide_AUC	0.37589553617613763		0.045480706344	0.954519293656	0.045480706344	0.335942028986	0.999973839111	0.335942028986
PF-02341066_IC_50_HIGH	0.3769405075438704		0.0444865925441	0.955513407456	0.0444865925441	0.330194174757	0.999973839111	0.330194174757
Mitomycin_C_IC_25	0.37708189541826065		0.0443688685415	0.955631131458	0.0443688685415	0.330194174757	0.999973839111	0.330194174757
SB590885_IC_50	0.37717794615011757		0.0442511445389	0.955748855461	0.0442511445389	0.330194174757	0.999973839111	0.330194174757
A-443654_IC_75	0.37728569852184357		0.04419882276	0.95580117724	0.04419882276	0.330194174757	0.999973839111	0.330194174757
CGP-60474_IC_50_LOW	0.377406061003437		0.0440680183126	0.955931981687	0.0440680183126	0.330194174757	0.999973839111	0.330194174757
TGX221_IC_90	0.3774302169585954		0.0440287769784	0.955971223022	0.0440287769784	0.330194174757	0.999973839111	0.330194174757
Docetaxel_IC_50_HIGH	0.3778298361685375		0.043754087639	0.956245912361	0.043754087639	0.330194174757	0.999973839111	0.330194174757
Bexarotene_IC_90	0.3780904561792839		0.0434663178548	0.956533682145	0.0434663178548	0.330194174757	0.999973839111	0.330194174757
AP-24534_IC_50_HIGH	0.3787161801562612		0.0428907782865	0.957109221714	0.0428907782865	0.330194174757	0.999973839111	0.330194174757
Cytarabine_D	0.37877414993057734		0.042864617397	0.957135382603	0.042864617397	0.330194174757	0.999973839111	0.330194174757
NU-7441_BETA	0.3801164952321485		0.0416350555919	0.958364944408	0.0416350555919	0.324795918367	0.999973839111	0.324795918367
FH535_AUC	0.38032768413609347		0.0414780902551	0.958521909745	0.0414780902551	0.324795918367	0.999973839111	0.324795918367
CHIR-99021_ALPHA	0.3806610511080061		0.0413603662525	0.958639633748	0.0413603662525	0.324795918367	0.999973839111	0.324795918367
Embelin_AUC	0.3813495123791358		0.0407717462394	0.959228253761	0.0407717462394	0.323005181347	0.999973839111	0.323005181347
Thapsigargin_BETA	0.3813530237066556		0.0407586657946	0.959241334205	0.0407586657946	0.323005181347	0.999973839111	0.323005181347
AG-014699_BETA	0.3818493603401426		0.0404185742315	0.959581425768	0.0404185742315	0.323005181347	0.999973839111	0.323005181347
JNK-9L_IC_25	0.3819428223796943		0.0402354480052	0.959764551995	0.0402354480052	0.323005181347	0.999973839111	0.323005181347
SB590885_IC_75	0.38198509921446716		0.040196206671	0.959803793329	0.040196206671	0.323005181347	0.999973839111	0.323005181347
AZD-0530_AUC	0.38232981667296817		0.0399215173316	0.960078482668	0.0399215173316	0.323005181347	0.999973839111	0.323005181347
AZD7762_BETA	0.38238861880851865		0.0398822759974	0.960117724003	0.0398822759974	0.323005181347	0.999973839111	0.323005181347
CMK_AUC	0.38285223171686306		0.0394767822106	0.960523217789	0.0394767822106	0.323005181347	0.999973839111	0.323005181347
FH535_IC_50_LOW	0.38330916238684104		0.0391366906475	0.960863309353	0.0391366906475	0.323005181347	0.999973839111	0.323005181347
WH-4-023_IC_50	0.3843561778319031		0.038273381295	0.961726618705	0.038273381295	0.318043478261	0.999973839111	0.318043478261
PF-4708671_BETA	0.3844755526526199		0.0381294964029	0.961870503597	0.0381294964029	0.318043478261	0.999973839111	0.318043478261
CHIR-99021_IC_50_LOW	0.3846186752921527		0.0380379332897	0.96196206671	0.0380379332897	0.318043478261	0.999973839111	0.318043478261
FTI-277_IC_50	0.3848947235265461		0.0378417266187	0.962158273381	0.0378417266187	0.318043478261	0.999973839111	0.318043478261
WZ-1-84_IC_90	0.384986799979378		0.037776324395	0.962223675605	0.037776324395	0.318043478261	0.999973839111	0.318043478261
Bortezomib_IC_25	0.38522674349633085		0.0375539568345	0.962446043165	0.0375539568345	0.318043478261	0.999973839111	0.318043478261
A-770041_IC_50	0.3853380869578591		0.0374493132767	0.962550686723	0.0374493132767	0.318043478261	0.999973839111	0.318043478261
GW_441756_ALPHA	0.38710682673732494		0.0357880967953	0.964211903205	0.0357880967953	0.309152542373	0.999973839111	0.309152542373
RDEA119_BETA	0.38727102465972707		0.0356834532374	0.964316546763	0.0356834532374	0.309152542373	0.999973839111	0.309152542373
Gefitinib_ALPHA	0.38734385589969333		0.0356180510137	0.964381948986	0.0356180510137	0.309152542373	0.999973839111	0.309152542373
AZD-0530_IC_50	0.38807048664104776		0.0350555918901	0.96494440811	0.0350555918901	0.308045977011	0.999973839111	0.308045977011
Erlotinib_AUC	0.388183921179196		0.034964028777	0.965035971223	0.034964028777	0.308045977011	0.999973839111	0.308045977011
RO-3306_IC_90	0.3884554503470812		0.0348201438849	0.965179856115	0.0348201438849	0.308045977011	0.999973839111	0.308045977011
PD-173074_IC_50_HIGH	0.3889539470580156		0.0343623283192	0.965637671681	0.0343623283192	0.307251461988	0.999973839111	0.307251461988
NU-7441_IC_90	0.3894286805603323		0.0339699149771	0.966030085023	0.0339699149771	0.305529411765	0.999973839111	0.305529411765
LAQ824_BETA	0.3905829994659306		0.032936559843	0.967063440157	0.032936559843	0.29798816568	0.999973839111	0.29798816568
A-443654_IC_50_HIGH	0.39077256680545713		0.0328057553957	0.967194244604	0.0328057553957	0.29798816568	0.999973839111	0.29798816568
TGX221_ALPHA	0.39099701508971035		0.0325572269457	0.967442773054	0.0325572269457	0.29798816568	0.999973839111	0.29798816568
KIN001-135_IC_90	0.3911258692111914		0.0324656638326	0.967534336167	0.0324656638326	0.29798816568	0.999973839111	0.29798816568
Nutlin-3a_IC_90	0.3926429186242635		0.0314323086985	0.968567691302	0.0314323086985	0.291272727273	0.999973839111	0.291272727273
PF-4708671_ALPHA	0.3927919005815902		0.0313145846959	0.968685415304	0.0313145846959	0.291272727273	0.999973839111	0.291272727273
AZD7762_ALPHA	0.3928327974153074		0.0313015042511	0.968698495749	0.0313015042511	0.291272727273	0.999973839111	0.291272727273
BMS-536924_IC_75	0.3938597342112079		0.0306867233486	0.969313276651	0.0306867233486	0.28962962963	0.999973839111	0.28962962963
PD-0325901_AUC	0.3938699577210469		0.0306736429039	0.969326357096	0.0306736429039	0.28962962963	0.999973839111	0.28962962963
BIRB_0796_ALPHA	0.3942204655821229		0.0304774362328	0.969522563767	0.0304774362328	0.28962962963	0.999973839111	0.28962962963
Lapatinib_BETA	0.3947879063087594		0.0300850228908	0.969914977109	0.0300850228908	0.289308176101	0.999973839111	0.289308176101
FH535_IC_50_HIGH	0.3953010030847466		0.0297187704382	0.970281229562	0.0297187704382	0.287594936709	0.999973839111	0.287594936709
PLX4720_IC_50	0.39540762808090557		0.0296533682145	0.970346631785	0.0296533682145	0.287594936709	0.999973839111	0.287594936709
Bortezomib_IC_90	0.39568060267938254		0.0294964028777	0.970503597122	0.0294964028777	0.287594936709	0.999973839111	0.287594936709
AZD-2281_BETA	0.3963784465334082		0.0290647482014	0.970935251799	0.0290647482014	0.286709677419	0.999973839111	0.286709677419
SB590885_IC_25	0.3964859667849782		0.0289208633094	0.971079136691	0.0289208633094	0.286709677419	0.999973839111	0.286709677419
Vorinostat_BETA	0.397011134197254	0.0192168072330917	0.0285546108568	0.971445389143	0.0285546108568	0.285359477124	0.999973839111	0.285359477124
Lapatinib_IC_90	0.39777077155368046	0.049634085892587686	0.0279921517332	0.972007848267	0.0279921517332	0.281578947368	0.999973839111	0.281578947368
CHIR-99021_IC_75	0.3983097314702502	0.049410471938690054	0.0276651406148	0.972334859385	0.0276651406148	0.280132450331	0.999973839111	0.280132450331
AS601245_AUC	0.39854224696896295	0.021465611801792142	0.0275735775016	0.972426422498	0.0275735775016	0.280132450331	0.999973839111	0.280132450331
CHIR-99021_IC_25	0.3988951267339882	0.025856407611395474	0.0273381294964	0.972661870504	0.0273381294964	0.280132450331	0.999973839111	0.280132450331
PF-02341066_ALPHA	0.3989250270464592	0.10281942510443187	0.0272858077175	0.972714192283	0.0272858077175	0.280132450331	0.999973839111	0.280132450331
Bortezomib_IC_75	0.4002007530581913	0.02053951833466178	0.0264224983649	0.973577501635	0.0264224983649	0.274829931973	0.999973839111	0.274829931973
CGP-60474_IC_25	0.400649378155187	0.018892297447825036	0.0261085676913	0.973891432309	0.0261085676913	0.273424657534	0.999973839111	0.273424657534
Z-LLNle-CHO_AUC	0.40084582830918125	0.025971009373500754	0.0260562459124	0.973943754088	0.0260562459124	0.273424657534	0.999973839111	0.273424657534
Docetaxel_ALPHA	0.4010683568150072	0.02092078666485967	0.0259385219097	0.97406147809	0.0259385219097	0.273424657534	0.999973839111	0.273424657534
Bryostatin_1_ALPHA	0.4019534558853236	0.019463245548839925	0.0253499018967	0.974650098103	0.0253499018967	0.271048951049	0.999973839111	0.271048951049
ATRA_IC_90	0.4021479189593305	0.13935699401713347	0.0252190974493	0.974780902551	0.0252190974493	0.271048951049	0.999973839111	0.271048951049
17-AAG_IC_90	0.40230215092030963	0.01957130411273566	0.0252060170046	0.974793982995	0.0252060170046	0.271048951049	0.999973839111	0.271048951049
CHIR-99021_IC_90	0.4023965113655158	0.07124527605309504	0.0251667756704	0.97483322433	0.0251667756704	0.271048951049	0.999973839111	0.271048951049
PHA-665752_BETA	0.4036548358661079	0.12857007448186478	0.0243688685415	0.975631131458	0.0243688685415	0.268057553957	0.999973839111	0.268057553957
PHA-665752_IC_50_HIGH	0.4044198360698263	0.11874956896771661	0.0239895356442	0.976010464356	0.0239895356442	0.265797101449	0.999973839111	0.265797101449
BIBW2992_IC_75	0.4044682822576906	0.02244180910884617	0.0239633747547	0.976036625245	0.0239633747547	0.265797101449	0.999973839111	0.265797101449
WH-4-023_IC_75	0.4050388926254864	0.02261067166178969	0.02370176586	0.97629823414	0.02370176586	0.265797101449	0.999973839111	0.265797101449
CCT007093_BETA	0.4057543101109755	0.06290700752447023	0.0231000654022	0.976899934598	0.0231000654022	0.26162962963	0.999973839111	0.26162962963
PF-02341066_BETA	0.4063903317148556	0.0947905844408575	0.0227207325049	0.977279267495	0.0227207325049	0.259253731343	0.999973839111	0.259253731343
CI-1040_AUC	0.4064815812228639	0.015457563813480289	0.0226553302812	0.977344669719	0.0226553302812	0.259253731343	0.999973839111	0.259253731343
CI-1040_IC_90	0.40762254883249766	0.020689321895918208	0.0217527795945	0.978247220405	0.0217527795945	0.25196969697	0.999973839111	0.25196969697
